ISBN           Title                                    Ed  Author(s)                                     Year  Price   
3427686986638  Hardware Basics                           7  David Patterson                               2012   57.84
9603677053280  Understanding Game Principles             4  Alice Patterson & Eve Tanenbaum               2011   24.25
7549650235196  Advanced Python Basics                    1  Eve Quicksilver & Irene Kurose                2016   98.44
6074968352900  Secure Fundamentals                       2  Jenny Miller & David Tanenbaum                1991   52.55
9318709455891  Computer Basics                           6  Charlie Kurose                                1995   65.77
0661168950152  C++ Concepts                              4  Jenny Quicksilver                             2002   85.60
8300004875030  Hacking Computer Networks                 8  Charlie Silberschatz                          2004    1.29
9136941747251  Database Problems                         5  Gerry Kurose                                  2015   52.60
3059630046323  Hardware Basics                           1  Jenny Patterson & Irene Tanenbaum             2001   21.43
8140565398965  Diving into Hardware Basics               7  Eve Null & Irene O'Reilly                     2005   97.19
2783368811793  Developing Hardware Principles            5  Bob Tanenbaum & Irene Ross                    1997    8.79
9552087726752  Advanced Python Basics                    9  Irene Kurose                                  2000   53.52
4960385600013  Introduction to Operating Principles      4  Charlie Null & Jenny O'Reilly                 1998   96.87
7477064418764  Hardware Fundamentals                     6  Alice Kurose                                  2007   43.02
0236414905439  Advanced Python Principles                4  Gerry O'Reilly & Gerry Ross                   1992   48.28
